Time,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_pir4:EFT [C],hp_pir4:ExFT [C],hp_pir4:MFT [C],hp_pir4:Q [W/m],hp_pir4:M_flow [kg/s],hp_pir5:EFT [C],hp_pir5:ExFT [C],hp_pir5:MFT [C],hp_pir5:Q [W/m],hp_pir5:M_flow [kg/s],hp_pir6:EFT [C],hp_pir6:ExFT [C],hp_pir6:MFT [C],hp_pir6:Q [W/m],hp_pir6:M_flow [kg/s],hp_pir7:EFT [C],hp_pir7:ExFT [C],hp_pir7:MFT [C],hp_pir7:Q [W/m],hp_pir7:M_flow [kg/s],hp_pir8:EFT [C],hp_pir8:ExFT [C],hp_pir8:MFT [C],hp_pir8:Q [W/m],hp_pir8:M_flow [kg/s],hp_pir9:EFT [C],hp_pir9:ExFT [C],hp_pir9:MFT [C],hp_pir9:Q [W/m],hp_pir9:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],hp_por4:EFT [C],hp_por4:ExFT [C],hp_por4:MFT [C],hp_por4:Q [W/m],hp_por4:M_flow [kg/s],hp_por5:EFT [C],hp_por5:ExFT [C],hp_por5:MFT [C],hp_por5:Q [W/m],hp_por5:M_flow [kg/s],hp_por6:EFT [C],hp_por6:ExFT [C],hp_por6:MFT [C],hp_por6:Q [W/m],hp_por6:M_flow [kg/s],hp_por7:EFT [C],hp_por7:ExFT [C],hp_por7:MFT [C],hp_por7:Q [W/m],hp_por7:M_flow [kg/s],hp_por8:EFT [C],hp_por8:ExFT [C],hp_por8:MFT [C],hp_por8:Q [W/m],hp_por8:M_flow [kg/s],hp_por9:EFT [C],hp_por9:ExFT [C],hp_por9:MFT [C],hp_por9:Q [W/m],hp_por9:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
12.0000,14.7785,14.0820,63888.9000,32433.4000,31455.5000,-4.8562,12947.4032,5461.5377,18408.9408,235.8147,37894.9377,50941.4968,13046.5592,14.6958,9.3058,25728.7000,0.0000,25728.7000,-0.9330,6332.8349,0.0000,6332.8349,45.2657,0.0000,19395.8651,19395.8651,15.2418,12.2498,34417.5000,3165.7000,31251.8000,-2.0595,6955.9949,528.6156,7484.6105,98.7229,3694.3156,27461.5051,23767.1895,15.2246,9.8222,456.2000,0.0000,456.2000,-0.0165,111.4956,0.0000,111.4956,0.7940,0.0000,344.7044,344.7044,14.9040,12.3940,12290.8000,376.2000,11914.6000,-0.9662,2496.5901,63.8387,2560.4289,46.5912,440.0387,9794.2099,9354.1711,14.7834,9.3913,456.2000,0.0000,456.2000,-0.0165,112.1562,0.0000,112.1562,0.8003,0.0000,344.0438,344.0438,13.0792,14.6779,13.8786,-0.6736,-27279.8353,12.1223,15.2011,13.6617,-1.1675,-28018.8981,12.9660,14.7689,13.8674,-0.6836,-14356.1057,14.6958,14.6985,14.6971,-0.4261,-3.6214,14.6933,14.6958,14.6945,-0.4449,-4.5543,15.2418,15.2134,15.2276,0.1047,-0.1303,15.2246,15.2418,15.2332,-2.6953,-2.1899,15.2011,15.2246,15.2129,-2.9779,-2.2064,15.2011,15.3873,15.2942,-0.4492,0.1531,14.7834,14.8130,14.7982,-1.7137,-0.8132,14.7689,14.7834,14.7761,-1.7076,-0.8297,14.7689,15.0133,14.8911,-1.3529,1.2348,14.0820,14.0703,14.0762,2.0605,3.5986,13.0894,13.0792,13.0843,1.5286,4.5316,13.0792,11.7815,12.4304,2.5698,0.1076,12.2266,12.1853,12.2059,6.5296,2.1671,12.1674,12.1033,12.1353,5.8406,2.1837,12.3940,12.3578,12.3759,0.1604,-0.1758,12.3940,12.3878,12.3909,0.3940,0.7904,12.3263,12.3243,12.3253,0.1556,0.8070,14.0820,13.3777,13.7299,3.5583,-1.2576,0.1000,7.8141,101263.0000,-69654.8392
13.0000,14.7193,14.2555,61507.6000,34571.6000,26936.0000,-4.8334,12476.6076,5813.2644,18289.8720,234.8980,40384.8644,49030.9924,8646.1280,14.6555,9.2664,25725.0000,0.0000,25725.0000,-0.9328,6335.3705,0.0000,6335.3705,45.2869,0.0000,19389.6295,19389.6295,14.6862,13.3369,29489.3000,10434.2000,19055.1000,-2.1749,6009.7499,1727.3510,7737.1009,105.0014,12161.5510,23479.5501,11317.9991,14.6447,9.2558,447.5000,0.0000,447.5000,-0.0162,110.2231,0.0000,110.2231,0.7816,0.0000,337.2769,337.2769,14.7809,12.4493,10760.6000,677.1000,10083.5000,-0.8650,2189.8151,114.7221,2304.5372,41.8098,791.8221,8570.7849,7778.9628,14.6714,9.2819,447.5000,0.0000,447.5000,-0.0162,110.1835,0.0000,110.1835,0.7868,0.0000,337.3165,337.3165,13.2002,14.6340,13.9171,-0.6035,-24441.0409,13.0297,14.5908,13.8103,-0.5913,-14191.3592,13.1759,14.6603,13.9181,-0.5622,-11806.9265,14.6555,14.6582,14.6568,-0.4266,-3.5827,14.6530,14.6555,14.6542,-0.4264,-4.5156,14.6862,15.5231,15.1046,-1.4241,-0.0963,14.6447,14.6862,14.6655,-6.7920,-2.2712,14.5908,14.6447,14.6178,-7.1216,-2.2874,14.5908,15.7632,15.1770,-1.3545,0.0695,14.6714,14.6950,14.6832,-1.3279,-0.7955,14.6603,14.6714,14.6658,-1.2711,-0.8117,14.6603,14.8945,14.7774,-1.3121,1.2506,14.2555,14.2433,14.2494,2.1505,3.5620,13.2104,13.2002,13.2053,1.5197,4.4948,13.2002,11.9424,12.5713,1.7606,0.0755,13.2900,13.2126,13.2513,12.6758,2.2504,13.1843,13.0575,13.1209,11.9537,2.2667,12.4493,12.3326,12.3909,0.2414,-0.0903,12.4493,12.4376,12.4435,0.6948,0.7747,12.3729,12.3635,12.3682,0.5772,0.7910,14.2555,13.6814,13.9685,2.9393,-1.2714,0.1000,7.8141,82694.6000,-50439.3265
14.0000,14.6456,14.5029,57989.1000,37317.1000,20672.0000,-4.7801,11776.7692,6263.7650,18040.5342,232.5260,43580.8650,46212.3308,2631.4658,14.5937,9.2061,25727.9000,0.0000,25727.9000,-0.9329,6341.3740,0.0000,6341.3740,45.3195,0.0000,19386.5260,19386.5260,14.3954,13.7398,25687.1000,12977.0000,12710.1000,-2.1011,5258.0674,2138.8782,7396.9456,102.1899,15115.8782,20429.0326,5313.1544,14.3748,8.9924,581.6000,0.0000,581.6000,-0.0211,143.7776,0.0000,143.7776,1.0246,0.0000,437.8224,437.8224,14.6574,12.4576,9355.8000,820.4000,8535.4000,-0.7648,1907.4872,138.7886,2046.2757,37.0497,959.1886,7448.3128,6489.1243,14.5914,9.2039,581.6000,0.0000,581.6000,-0.0211,143.3564,0.0000,143.3564,1.0242,0.0000,438.2436,438.2436,13.3622,14.5628,13.9625,-0.4929,-19961.3679,13.4991,14.3517,13.9254,-0.3150,-7559.8962,13.3475,14.5829,13.9652,-0.4565,-9585.5272,14.5937,14.5979,14.5958,-0.6766,-3.5255,14.5897,14.5937,14.5917,-0.6946,-4.4584,14.3954,15.3748,14.8851,-2.5895,-0.1479,14.3748,14.3954,14.3851,-3.3230,-2.2490,14.3517,14.3748,14.3633,-3.0115,-2.2701,14.3517,15.8740,15.1129,-0.7140,0.0289,14.5914,14.6096,14.6005,-0.9379,-0.7359,14.5829,14.5914,14.5872,-0.8892,-0.7570,14.5829,14.7797,14.6813,-1.0995,1.2546,14.5029,14.4853,14.4941,3.0130,3.5075,13.3762,13.3622,13.3692,2.0378,4.4404,13.3622,12.2219,12.7920,2.7239,0.1299,13.6514,13.6225,13.6369,4.7132,2.2310,13.5791,13.5233,13.5512,5.2527,2.2521,12.4576,12.3384,12.3980,0.1455,-0.0469,12.4576,12.4543,12.4560,0.2106,0.7179,12.3615,12.3625,12.3620,-0.0145,0.7390,14.5029,13.9195,14.2112,2.9889,-1.2726,0.1000,7.8141,68808.6000,-37106.7912
15.0000,14.5773,14.7365,54998.6000,40027.0000,14971.6000,-4.7526,11181.6745,6707.5761,17889.2505,231.4085,46734.5761,43816.9255,-2917.6505,14.5348,9.1487,25726.7000,0.0000,25726.7000,-0.9329,6346.1286,0.0000,6346.1286,45.3595,0.0000,19380.5714,19380.5714,14.6047,13.3447,19870.3000,7382.3000,12488.0000,-1.4842,4054.4520,1220.6027,5275.0548,72.4001,8602.9027,15815.8480,7212.9452,14.6243,9.2359,451.7000,0.0000,451.7000,-0.0164,111.2884,0.0000,111.2884,0.7990,0.0000,340.4116,340.4116,14.6489,12.5057,8530.8000,841.7000,7689.1000,-0.7025,1739.5083,142.3769,1881.8852,34.1041,984.0769,6791.2917,5807.2148,14.4672,9.0826,451.7000,0.0000,451.7000,-0.0164,111.5252,0.0000,111.5252,0.7964,0.0000,340.1748,340.1748,13.5297,14.4944,14.0121,-0.3631,-14706.8011,13.2216,14.6534,13.9375,-0.4850,-11640.7134,13.6034,14.4493,14.0264,-0.2866,-6018.4417,14.5348,14.5389,14.5369,-0.6512,-3.5009,14.5311,14.5348,14.5330,-0.6491,-4.4338,14.6047,14.8324,14.7185,-1.9501,-0.4813,14.6243,14.6047,14.6145,2.8277,-1.9655,14.6534,14.6243,14.6388,3.3853,-1.9818,14.6534,15.3279,14.9906,-1.4152,0.1261,14.4672,14.5003,14.4837,-1.3493,-0.5764,14.4493,14.4672,14.4583,-1.4958,-0.5927,14.4493,14.6847,14.5670,-1.3195,1.2517,14.7365,14.7196,14.7280,2.8829,3.4882,13.5440,13.5297,13.5369,2.0837,4.4211,13.5297,12.9156,13.2227,5.2567,0.4686,13.2417,13.2738,13.2578,-4.5159,1.9528,13.2403,13.2828,13.2615,-3.4360,1.9691,12.5057,12.3541,12.4299,0.4445,-0.1388,12.5057,12.4924,12.4991,0.5799,0.5637,12.3961,12.3871,12.3916,0.4171,0.5801,14.7365,14.1613,14.4489,2.9285,-1.2644,0.1000,7.8141,61778.8000,-32365.9561
16.0000,14.5388,14.8260,53441.4000,40937.1000,12504.3000,-4.7146,10871.7877,6853.7432,17725.5309,229.7150,47790.8432,42569.6123,-5221.2309,14.5270,9.1410,25725.4000,0.0000,25725.4000,-0.9329,6346.4801,0.0000,6346.4801,45.3975,0.0000,19378.9199,19378.9199,15.1015,11.9158,21631.0000,1453.8000,20177.2000,-1.2659,4380.8865,242.2232,4623.1097,61.5118,1696.0232,17250.1135,15554.0903,15.1473,9.7466,373.2000,0.0000,373.2000,-0.0135,91.3044,0.0000,91.3044,0.6577,0.0000,281.8956,281.8956,14.5279,12.3121,8470.5000,714.7000,7755.8000,-0.6909,1730.3858,120.7147,1851.1005,33.5432,835.4147,6740.1142,5904.6995,14.3795,8.9970,373.2000,0.0000,373.2000,-0.0135,92.2531,0.0000,92.2531,0.6593,0.0000,280.9469,280.9469,13.6073,14.4808,14.0440,-0.3174,-12855.7606,12.5316,15.2074,13.8695,-0.8751,-21002.9963,13.7878,14.3666,14.0772,-0.1893,-3975.3287,14.5270,14.5276,14.5273,-0.0558,-3.4727,14.5267,14.5270,14.5269,-0.0137,-4.4055,15.1015,14.8239,14.9627,3.0066,-0.5898,15.1473,15.1015,15.1244,6.2135,-1.8558,15.2074,15.1473,15.1774,6.5593,-1.8693,15.2074,14.9097,15.0586,0.8798,0.1657,14.3795,14.4075,14.3935,-1.0294,-0.5252,14.3666,14.3795,14.3731,-0.9683,-0.5387,14.3666,14.5704,14.4685,-1.1286,1.2419,14.8260,14.8190,14.8225,1.2001,3.4615,13.6137,13.6073,13.6105,0.9480,4.3944,13.6073,13.3251,13.4662,2.9987,0.5787,12.3579,12.4354,12.3967,-10.3318,1.8446,12.4158,12.5384,12.4771,-9.4062,1.8581,12.3121,12.4601,12.3861,-0.4690,-0.1769,12.3121,12.3637,12.3379,-1.8851,0.5140,12.2773,12.3079,12.2926,-1.1350,0.5276,14.8260,14.4108,14.6184,2.1056,-1.2531,0.1000,7.8141,66909.1000,-37834.0856
17.0000,14.5811,14.6686,53914.7000,38120.0000,15794.7000,-4.6061,10960.6333,6388.5990,17349.2323,224.4737,44508.5990,42954.0667,-1554.5323,14.6276,9.2392,25730.0000,0.0000,25730.0000,-0.9330,6338.9857,0.0000,6338.9857,45.4110,0.0000,19391.0143,19391.0143,15.3744,11.6080,23973.4000,0.0000,23973.4000,-1.3174,4835.6916,0.0000,4835.6916,63.4184,0.0000,19137.7084,19137.7084,15.3983,9.9918,362.5000,0.0000,362.5000,-0.0131,88.3910,0.0000,88.3910,0.6339,0.0000,274.1090,274.1090,14.5162,12.1183,9309.5000,467.2000,8842.3000,-0.7419,1902.1204,78.9000,1981.0204,36.0876,546.1000,7407.3796,6861.2796,14.3746,8.9922,362.5000,0.0000,362.5000,-0.0131,89.6141,0.0000,89.6141,0.6412,0.0000,272.8859,272.8859,13.5131,14.5777,14.0454,-0.3865,-15654.3855,12.2100,15.4248,13.8174,-1.0505,-25211.2692,13.8363,14.3751,14.1057,-0.1761,-3697.3111,14.6276,14.6204,14.6240,1.2271,-3.4002,14.6348,14.6276,14.6312,1.3188,-4.3332,15.3744,15.0520,15.2132,3.0833,-0.5209,15.3983,15.3744,15.3864,3.2213,-1.8383,15.4248,15.3983,15.4116,2.8858,-1.8514,15.4248,14.9387,15.1818,1.5464,0.1818,14.3746,14.3790,14.3768,-0.1416,-0.5600,14.3751,14.3746,14.3749,0.0816,-0.5732,14.3751,14.4704,14.4228,-0.4922,1.2059,14.6686,14.6794,14.6740,-1.7319,3.3870,13.5045,13.5131,13.5088,-1.1671,4.3200,13.5131,13.4745,13.4938,0.3930,0.5077,12.1272,12.1506,12.1389,-3.0511,1.8251,12.1351,12.1850,12.1601,-3.7663,1.8382,12.1183,12.4455,12.2819,-1.1976,-0.1950,12.1183,12.1757,12.1470,-2.2438,0.5468,12.1010,12.1501,12.1256,-1.9563,0.5600,14.6686,14.6108,14.6397,0.3174,-1.2191,0.1000,7.8141,75065.4000,-44562.9659
18.0000,14.7842,13.4636,79314.0000,29967.0000,49347.0000,-5.5420,16071.9101,5046.9133,21118.8235,269.7201,35013.9133,63242.0899,28228.1765,14.9265,9.5310,21475.8000,0.0000,21475.8000,-0.7788,5269.6574,0.0000,5269.6574,37.8453,0.0000,16206.1426,16206.1426,15.4991,11.7309,42350.5000,0.0000,42350.5000,-2.3273,8526.9101,0.0000,8526.9101,111.4883,0.0000,33823.5899,33823.5899,15.5069,10.0979,374.7000,0.0000,374.7000,-0.0136,91.2345,0.0000,91.2345,0.6528,0.0000,283.4655,283.4655,14.4378,11.9535,9722.9000,334.3000,9388.6000,-0.7664,1988.9591,56.4022,2045.3613,37.2858,390.7022,7733.9409,7343.2387,14.4530,9.0688,374.7000,0.0000,374.7000,-0.0136,92.5315,0.0000,92.5315,0.6628,0.0000,282.1685,282.1685,12.9418,14.9377,13.9397,-0.8973,-36341.4996,11.9033,15.5145,13.7089,-1.4612,-35068.9925,13.7307,14.4620,14.0963,-0.2959,-6213.9379,14.9265,14.9086,14.9176,3.6025,-4.1238,14.9447,14.9265,14.9356,3.7334,-4.9025,15.4991,15.1270,15.3130,1.2638,-0.1817,15.5069,15.4991,15.5030,1.4670,-2.5090,15.5153,15.5069,15.5111,1.2609,-2.5226,14.4378,15.9021,15.1699,-0.0827,-0.0048,14.4530,14.4378,14.4454,0.8880,-0.7712,14.4620,14.4530,14.4575,1.0571,-0.7848,14.4620,14.4225,14.4423,0.2949,1.4183,13.4636,13.5349,13.4993,-14.1171,4.1076,12.8968,12.9418,12.9193,-7.0544,4.8864,12.9418,13.6764,13.3091,-2.1690,0.1656,11.8602,11.8780,11.8691,-3.1961,2.4928,11.8684,11.9002,11.8843,-3.2683,2.5064,11.9535,12.5836,12.2686,-0.1009,-0.0113,11.9535,11.9915,11.9725,-2.0456,0.7550,11.9399,11.9758,11.9578,-1.9643,0.7686,13.4636,14.6710,14.0673,-6.8479,-1.4344,0.1000,7.8141,123311.3000,-77624.4301
19.0000,14.8383,13.1875,72104.5000,22880.5000,49224.0000,-4.8321,14598.4129,3858.4878,18456.9007,234.4889,26738.9878,57506.0871,30767.0993,14.9769,9.5803,12983.7000,0.0000,12983.7000,-0.4708,3183.7441,0.0000,3183.7441,22.7781,0.0000,9799.9559,9799.9559,15.5411,11.7724,48409.0000,0.0000,48409.0000,-2.6602,9740.7382,0.0000,9740.7382,127.1553,0.0000,38668.2618,38668.2618,15.5662,10.1559,364.2000,0.0000,364.2000,-0.0132,88.6085,0.0000,88.6085,0.6335,0.0000,275.5915,275.5915,14.6876,12.2005,9792.8000,336.2000,9456.6000,-0.7718,1995.6735,56.8968,2052.5703,37.6044,393.0968,7797.1265,7404.0297,14.7407,9.3496,364.2000,0.0000,364.2000,-0.0132,89.5896,0.0000,89.5896,0.6435,0.0000,274.6104,274.6104,12.8430,14.9801,13.9116,-0.8915,-36107.7730,11.7827,15.5743,13.6785,-1.4236,-34167.0612,13.3187,14.7697,14.0442,-0.5448,-11440.6065,14.9769,14.9729,14.9749,0.7513,-3.6483,14.9801,14.9769,14.9785,0.5773,-4.1191,14.9801,15.3507,15.1654,-1.7216,0.2616,15.5662,15.5618,15.5640,0.7961,-2.3986,15.5713,15.5662,15.5688,0.7556,-2.4118,14.6876,15.4796,15.0836,-0.9824,-0.0754,14.7407,14.6876,14.7142,3.3029,-0.8473,14.7697,14.7407,14.7552,3.6524,-0.8605,14.7697,14.4238,14.5967,1.9238,1.1838,13.1875,13.2081,13.1978,-3.5782,3.6280,12.7914,12.8024,12.7969,-1.4171,4.0988,11.7724,13.4341,12.6032,-8.4585,-0.2819,11.7724,11.7788,11.7756,-1.0689,2.3783,11.7698,11.7827,11.7763,-1.2438,2.3915,11.7827,12.6052,12.1940,-0.8407,0.0552,12.2275,12.1806,12.2040,2.8536,0.8270,12.1361,12.1036,12.1199,2.0152,0.8402,13.1875,14.1666,13.6771,-4.6498,-1.2041,0.1000,7.8141,120801.7000,-81715.4408
20.0000,14.9264,13.0887,74829.7000,21351.0000,53478.7000,-4.9016,15128.9590,3608.2601,18737.2191,237.6334,24959.2601,59700.7410,34741.4809,15.0424,9.6442,12989.4000,0.0000,12989.4000,-0.4710,3182.3506,0.0000,3182.3506,22.7709,0.0000,9807.0494,9807.0494,15.4629,11.6953,59374.6000,0.0000,59374.6000,-3.2628,11960.9089,0.0000,11960.9089,155.8421,0.0000,47413.6911,47413.6911,15.5324,10.1228,371.5000,0.0000,371.5000,-0.0135,90.4249,0.0000,90.4249,0.6456,0.0000,281.0751,281.0751,14.8661,12.2985,10875.4000,221.4000,10654.0000,-0.8488,2210.3431,37.5522,2247.8953,41.1711,258.9522,8665.0569,8406.1047,14.8937,9.4990,371.5000,0.0000,371.5000,-0.0135,91.1976,0.0000,91.1976,0.6536,0.0000,280.3024,280.3024,12.6647,15.0471,13.8559,-1.0790,-43699.8032,11.7006,15.5531,13.6268,-1.5703,-37686.7490,13.0620,14.9055,13.9838,-0.7514,-15779.7751,15.0424,15.0379,15.0401,0.8473,-3.7064,15.0471,15.0424,15.0448,0.8597,-4.1774,15.0471,15.1322,15.0897,-0.8543,0.5782,15.5324,15.5342,15.5333,-0.3111,-2.6846,15.5296,15.5324,15.5310,-0.3959,-2.6981,14.8661,15.1620,15.0140,-0.7798,-0.1618,14.8937,14.8661,14.8799,2.0595,-1.0106,14.9055,14.8937,14.8996,1.8023,-1.0241,14.9055,14.5806,14.7431,1.8261,1.1952,13.0887,13.0958,13.0922,-1.2141,3.6808,12.7042,12.7120,12.7081,-1.0117,4.1519,11.6953,12.3391,12.0172,-7.0125,-0.6037,11.6953,11.7001,11.6977,-0.8800,2.6591,11.6921,11.7006,11.6964,-0.9045,2.6725,11.7006,12.3847,12.0427,-1.7658,0.1362,12.3104,12.2936,12.3020,1.2418,0.9851,12.2559,12.2347,12.2453,1.5732,0.9985,13.0887,13.7388,13.4138,-3.1177,-1.2207,0.1000,7.8141,137239.7000,-97166.3273
21.0000,15.2227,12.1228,92492.9000,9425.1000,83067.8000,-5.2568,18612.6353,1604.3645,20216.9998,254.0545,11029.4645,73880.2647,62850.8002,15.3976,9.9911,12989.6000,0.0000,12989.6000,-0.4710,3167.3777,0.0000,3167.3777,22.7491,0.0000,9822.2223,9822.2223,15.4372,11.6700,60326.1000,0.0000,60326.1000,-3.3151,12157.1786,0.0000,12157.1786,158.5595,0.0000,48168.9214,48168.9214,15.4880,10.0794,366.0000,0.0000,366.0000,-0.0133,89.1386,0.0000,89.1386,0.6364,0.0000,276.8614,276.8614,14.9226,12.2776,12504.0000,87.1000,12416.9000,-0.9668,2539.1873,14.7838,2553.9711,46.7380,101.8838,9964.8127,9862.9289,14.9302,9.5346,366.0000,0.0000,366.0000,-0.0133,89.8034,0.0000,89.8034,0.6424,0.0000,276.1966,276.1966,12.0003,15.4215,13.7109,-1.6350,-66216.7547,11.6669,15.5006,13.5837,-1.6489,-39573.4136,12.9455,14.9328,13.9392,-0.8547,-17949.6114,15.3976,15.3759,15.3868,4.2428,-3.9953,15.4215,15.3976,15.4096,4.4624,-4.4663,15.4215,15.1705,15.2960,2.5501,0.5518,15.4880,15.4905,15.4892,-0.4719,-2.7633,15.4847,15.4880,15.4863,-0.4791,-2.7765,14.9226,15.0621,14.9924,-0.2014,-0.1002,14.9302,14.9226,14.9264,0.6215,-1.0670,14.9328,14.9302,14.9315,0.4447,-1.0803,14.9328,14.7376,14.8352,1.1715,1.2615,12.1228,12.1818,12.1523,-11.2830,3.9675,11.9493,12.0106,11.9800,-8.7274,4.4386,11.6700,11.9219,11.7959,-2.6107,-0.5795,11.6700,11.6715,11.6707,-0.2656,2.7355,11.6638,11.6669,11.6654,-0.3145,2.7488,11.6669,12.2737,11.9703,-0.8137,0.0725,12.2773,12.2807,12.2790,-0.2180,1.0392,12.2461,12.2457,12.2459,0.0668,1.0525,12.1228,13.5168,12.8198,-7.1078,-1.2893,0.1000,7.8141,169532.4000,-123739.7797
22.0000,15.2358,12.2792,81294.4000,9779.5000,71514.9000,-4.6910,16355.7647,1665.2231,18020.9878,225.6760,11444.7231,64938.6353,53493.9122,15.3658,9.9601,12981.9000,0.0000,12981.9000,-0.4707,3166.8381,0.0000,3166.8381,22.6165,0.0000,9815.0619,9815.0619,15.4123,11.6454,71276.6000,0.0000,71276.6000,-3.9168,14369.2333,0.0000,14369.2333,187.4272,0.0000,56907.3667,56907.3667,15.4399,10.0325,495.4000,0.0000,495.4000,-0.0180,120.7304,0.0000,120.7304,0.8619,0.0000,374.6696,374.6696,15.0943,12.4068,14408.0000,0.0000,14408.0000,-1.1085,2918.3390,0.0000,2918.3390,53.5313,0.0000,11489.6610,11489.6610,15.1181,9.7181,495.4000,0.0000,495.4000,-0.0180,121.2483,0.0000,121.2483,0.8691,0.0000,374.1517,374.1517,11.9379,15.3627,13.6503,-1.6671,-67518.8283,11.6392,15.4648,13.5520,-1.6760,-40224.5168,12.5926,15.1307,13.8617,-1.1120,-23351.3318,15.3658,15.3671,15.3664,-0.1856,-3.5901,15.3627,15.3658,15.3642,-0.4877,-4.0608,15.3627,15.3297,15.3462,0.6653,1.0507,15.4399,15.4426,15.4413,-0.5189,-2.8661,15.4366,15.4399,15.4383,-0.5205,-2.8841,15.0943,14.9509,15.0226,0.4240,-0.1580,15.1181,15.0943,15.1062,2.2291,-1.2664,15.1307,15.1181,15.1244,2.3879,-1.2844,15.1307,14.8076,14.9692,1.6761,1.1010,12.2792,12.2705,12.2748,1.5380,3.5529,12.0002,11.9982,11.9992,0.2915,4.0236,11.6454,11.7150,11.6802,-1.3364,-1.0879,11.6454,11.6468,11.6461,-0.2377,2.8289,11.6366,11.6392,11.6379,-0.2718,2.8469,11.6392,12.1139,11.8765,-1.0720,0.1208,12.3780,12.3652,12.3716,1.1777,1.2292,12.3271,12.3167,12.3219,0.9775,1.2472,12.2792,12.8950,12.5871,-2.7491,-1.1382,0.1000,7.8141,171172.2000,-131094.6769
