Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
6474,9.7182,16.2029,0.0000,176602.5000,-176602.5000,8.1223,0.0000,26548.4349,26548.4349,396.6800,203150.9349,0.0000,-203150.9349,16.2029,15.4469,15630.9000,0.0000,15630.9000,0.5493,3771.3431,0.0000,3771.3431,26.8271,0.0000,11859.5569,11859.5569,15.4469,15.4444,0.0000,2924.4000,-2924.4000,0.1563,0.0000,489.9176,489.9176,7.6358,3414.3176,0.0000,-3414.3176,15.4444,15.4072,834.7000,0.0000,834.7000,0.0296,203.4067,0.0000,203.4067,1.4477,0.0000,631.2933,631.2933,15.4072,15.3704,595.5000,2343.3000,-1747.8000,0.1607,120.0338,400.2267,520.2605,7.8504,2743.5267,475.4662,-2268.0605,15.3704,14.8408,12789.4000,0.0000,12789.4000,0.4546,3119.6877,0.0000,3119.6877,22.2029,0.0000,9669.7123,9669.7123,14.8408,9.7430,9.7430,12.2919,9.3130,139695.4563,9.7430,9.6994,9.7279,12.2701,9.3926,75141.0139,9.7279,9.6865,9.7182,12.2637,9.4163,65913.8208,14.2094,1110.3451,-152019.7000,280750.2909
6475,9.3827,15.8712,0.0000,112414.9000,-112414.9000,5.1625,0.0000,16784.9071,16784.9071,252.1306,129199.8071,0.0000,-129199.8071,15.8712,14.7227,15625.7000,0.0000,15625.7000,0.5509,3786.4474,0.0000,3786.4474,26.9053,0.0000,11839.2526,11839.2526,14.7227,14.7231,0.0000,147.2000,-147.2000,0.0079,0.0000,24.3821,24.3821,0.3839,171.5821,0.0000,-171.5821,14.7231,14.6625,913.0000,0.0000,913.0000,0.0325,224.6423,0.0000,224.6423,1.5895,0.0000,688.3577,688.3577,14.6625,14.5555,1342.9000,1875.7000,-532.8000,0.1753,273.6111,317.3356,590.9467,8.5609,2193.0356,1069.2889,-1123.7467,14.5555,13.8622,11717.1000,0.0000,11717.1000,0.4181,2889.5048,0.0000,2889.5048,20.4212,0.0000,8827.5952,8827.5952,13.8622,9.4111,9.4111,11.6366,5.4485,81726.8570,9.4111,9.3612,9.3937,11.6117,5.5095,44076.1165,9.3937,9.3465,9.3827,11.6043,5.5276,38692.8603,9.5209,743.9791,-84839.1000,164495.8337
6476,9.0790,15.5749,2.7000,102757.9000,-102755.2000,4.7099,0.6032,15250.4487,15251.0518,230.0262,118008.3487,2.0968,-118006.2518,15.5749,14.4985,13242.7000,0.0000,13242.7000,0.4691,3221.5283,0.0000,3221.5283,22.9117,0.0000,10021.1717,10021.1717,14.4985,14.4985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4985,14.4584,539.5000,0.0000,539.5000,0.0194,133.1465,0.0000,133.1465,0.9494,0.0000,406.3535,406.3535,14.4584,14.2860,1892.4000,1585.9000,306.5000,0.1901,386.7246,267.6358,654.3604,9.2864,1853.5358,1505.6754,-347.8604,14.2860,13.6538,9572.5000,0.0000,9572.5000,0.3458,2369.2835,0.0000,2369.2835,16.8873,0.0000,7203.2165,7203.2165,13.6538,9.1090,9.1090,11.3814,5.0261,75391.1923,9.1090,9.0564,9.0907,11.3551,5.0843,40674.1687,9.0907,9.0408,9.0790,11.3473,5.1015,35710.5597,8.6017,672.1462,-79094.0000,151775.9208
6477,9.0536,15.5309,193.0000,80889.6000,-80696.6000,3.7121,43.1351,11998.9161,12042.0512,181.2932,92888.5161,149.8649,-92738.6512,15.5309,14.2256,12929.2000,0.0000,12929.2000,0.4600,3147.0924,0.0000,3147.0924,22.4661,0.0000,9782.1076,9782.1076,14.2256,13.9976,2260.7000,3292.9000,-1032.2000,0.2989,463.9641,541.3665,1005.3305,14.5976,3834.2665,1796.7359,-2037.5305,13.9976,13.9636,412.7000,0.0000,412.7000,0.0149,102.5501,0.0000,102.5501,0.7287,0.0000,310.1499,310.1499,13.9636,13.6845,2859.9000,1085.8000,1774.1000,0.2159,588.7379,182.1634,770.9013,10.5452,1267.9634,2271.1621,1003.1987,13.6845,13.0866,8347.0000,0.0000,8347.0000,0.3027,2083.0537,0.0000,2083.0537,14.7855,0.0000,6263.9463,6263.9463,13.0866,9.0852,9.0852,11.0859,3.8620,57929.4144,9.0852,9.0298,9.0659,11.0582,3.9154,31323.3841,9.0659,9.0134,9.0536,11.0500,3.9313,27518.7942,7.5069,586.5991,-58265.8000,116771.5927
6478,9.0266,15.4621,412.0000,71415.0000,-71003.0000,3.2908,92.1263,10587.8277,10679.9540,160.7176,82002.8277,319.8737,-81682.9540,15.4621,14.0149,12929.6000,0.0000,12929.6000,0.4603,3150.0573,0.0000,3150.0573,22.4813,0.0000,9779.5427,9779.5427,14.0149,13.4528,4966.5000,1629.9000,3336.6000,0.3599,1022.5929,267.1335,1289.7264,17.5752,1897.0335,3943.9071,2046.8736,13.4528,13.4183,405.5000,0.0000,405.5000,0.0148,101.5201,0.0000,101.5201,0.7215,0.0000,303.9799,303.9799,13.4183,13.0002,4224.9000,658.7000,3566.2000,0.2691,876.8976,109.8274,986.7250,13.1430,768.5274,3348.0024,2579.4750,13.0002,12.6566,4670.5000,0.0000,4670.5000,0.1710,1176.6892,0.0000,1176.6892,8.3497,0.0000,3493.8108,3493.8108,12.6566,9.0593,9.0593,10.8580,3.1675,47512.3162,9.0593,9.0018,9.0393,10.8292,3.2181,25745.1549,9.0393,8.9848,9.0266,10.8207,3.2332,22632.0819,6.8488,535.1719,-46094.6000,95889.5531
6479,9.0339,15.4113,641.0000,60785.5000,-60144.5000,2.8174,143.3133,9013.2245,9156.5379,137.5961,69798.7245,497.6867,-69301.0379,15.4113,13.7630,12926.8000,0.0000,12926.8000,0.4607,3151.4919,0.0000,3151.4919,22.4992,0.0000,9775.3081,9775.3081,13.7630,12.9746,6995.8000,3906.9000,3088.9000,0.5938,1446.0734,637.9934,2084.0667,28.9989,4544.8934,5549.7266,1004.8333,12.9746,12.9389,413.5000,0.0000,413.5000,0.0152,104.2149,0.0000,104.2149,0.7419,0.0000,309.2851,309.2851,12.9389,12.3806,5677.5000,293.3000,5384.2000,0.3323,1187.0398,48.6505,1235.6903,16.2271,341.9505,4490.4602,4148.5097,12.3806,12.2738,1453.5000,0.0000,1453.5000,0.0538,369.4035,0.0000,369.4035,2.6264,0.0000,1084.0965,1084.0965,12.2738,9.0676,9.0676,10.6707,2.6420,39630.7112,9.0676,9.0084,9.0470,10.6411,2.6908,21526.7350,9.0470,8.9909,9.0339,10.6323,2.7053,18937.1428,6.4096,500.8547,-36877.6000,80094.5890
6480,9.0100,15.3534,801.0000,60381.8000,-59580.8000,2.8083,179.1634,8949.1427,9128.3061,137.1518,69330.9427,621.8366,-68709.1061,15.3534,13.7043,12931.9000,0.0000,12931.9000,0.4612,3155.1580,0.0000,3155.1580,22.5248,0.0000,9776.7420,9776.7420,13.7043,12.7906,8475.9000,5088.6000,3387.3000,0.7401,1753.6245,830.2668,2583.8913,36.1463,5918.8668,6722.2755,803.4087,12.7906,12.7575,402.8000,0.0000,402.8000,0.0149,101.7804,0.0000,101.7804,0.7281,0.0000,301.0196,301.0196,12.7575,12.1449,6569.5000,132.7000,6436.8000,0.3763,1377.3773,21.9697,1399.3470,18.3800,154.6697,5192.1227,5037.4530,12.1449,12.0865,841.4000,0.0000,841.4000,0.0314,214.5566,0.0000,214.5566,1.5354,0.0000,626.8434,626.8434,12.0865,9.0439,9.0439,10.5652,2.6007,39010.8386,9.0439,8.9844,9.0232,10.5354,2.6516,21213.1660,9.0232,8.9667,9.0100,10.5266,2.6668,18667.2968,6.6485,519.5196,-35580.6000,78891.3014
6481,9.0726,15.3569,1017.6000,55647.7000,-54630.1000,2.6039,227.3532,8257.7087,8485.0619,127.1726,63905.4087,790.2468,-63115.1619,15.3569,13.6058,12933.2000,0.0000,12933.2000,0.4617,3155.3324,0.0000,3155.3324,22.5463,0.0000,9777.8676,9777.8676,13.6058,12.4733,10342.5000,4795.1000,5547.4000,0.8287,2143.1202,781.2822,2924.4025,40.4722,5576.3822,8199.3798,2622.9975,12.4733,12.4395,416.8000,0.0000,416.8000,0.0155,105.7899,0.0000,105.7899,0.7556,0.0000,311.0101,311.0101,12.4395,11.7900,7182.7000,69.2000,7113.5000,0.4087,1513.3806,11.4197,1524.8003,19.9582,80.6197,5669.3194,5588.6997,11.7900,11.7643,381.4000,0.0000,381.4000,0.0143,97.7507,0.0000,97.7507,0.6986,0.0000,283.6493,283.6493,11.7643,9.1070,9.1070,10.4357,2.2204,33305.9245,9.1070,9.0467,9.0860,10.4055,2.2708,18166.4117,9.0860,9.0288,9.0726,10.3965,2.2858,16000.3228,6.4991,507.8485,-28237.8000,67472.6590
6482,9.1598,15.3317,1413.4000,51115.0000,-49701.6000,2.4203,315.2855,7598.2037,7913.4892,118.2033,58713.2037,1098.1145,-57615.0892,15.3317,13.4867,12933.5000,0.0000,12933.5000,0.4616,3156.4603,0.0000,3156.4603,22.5457,0.0000,9777.0397,9777.0397,13.4867,12.1622,11764.8000,3738.4000,8026.4000,0.8528,2442.4101,608.0868,3050.4970,41.6493,4346.4868,9322.3899,4975.9030,12.1622,12.1296,403.5000,0.0000,403.5000,0.0151,102.8670,0.0000,102.8670,0.7352,0.0000,300.6330,300.6330,12.1296,11.4362,7864.5000,14.2000,7850.3000,0.4467,1665.0752,2.3362,1667.4114,21.8153,16.5362,6199.4248,6182.8886,11.4362,11.4112,381.4000,0.0000,381.4000,0.0144,98.2490,0.0000,98.2490,0.7027,0.0000,283.1510,283.1510,11.4112,9.1946,9.1946,10.3029,1.8001,27000.8920,9.1946,9.1335,9.1733,10.2724,1.8497,14797.3867,9.1733,9.1154,9.1598,10.2633,1.8644,13050.7772,6.3163,493.5635,-20106.5000,54849.0560
6483,9.0014,15.3425,890.4000,67978.2000,-67087.8000,3.1630,199.1910,10073.2888,10272.4798,154.4782,78051.4888,691.2090,-77360.2798,15.3425,13.8531,12945.1000,0.0000,12945.1000,0.4622,3158.8396,0.0000,3158.8396,22.5743,0.0000,9786.2604,9786.2604,13.8531,12.3652,14775.2000,2959.8000,11815.4000,0.9808,3049.8338,483.9602,3533.7940,47.9007,3443.7602,11725.3662,8281.6060,12.3652,12.3367,416.1000,0.0000,416.1000,0.0156,105.7739,0.0000,105.7739,0.7620,0.0000,310.3261,310.3261,12.3367,11.6987,8294.8000,0.0000,8294.8000,0.4730,1750.4996,0.0000,1750.4996,23.1014,0.0000,6544.3004,6544.3004,11.6987,11.6507,841.6000,0.0000,841.6000,0.0319,215.9802,0.0000,215.9802,1.5596,0.0000,625.6198,625.6198,11.6507,9.0350,9.0350,10.3429,2.5860,38789.7572,9.0350,8.9760,9.0145,10.3133,2.6444,21155.1254,9.0145,8.9584,9.0014,10.3045,2.6618,18632.3119,7.6899,600.9025,-32774.8000,78577.1945
6484,9.0208,15.3766,929.0000,75151.8000,-74222.8000,3.4907,207.7532,11140.5597,11348.3128,170.4789,86292.3597,721.2468,-85571.1128,15.3766,14.0090,12945.2000,0.0000,12945.2000,0.4622,3157.4344,0.0000,3157.4344,22.5709,0.0000,9787.7656,9787.7656,14.0090,12.4835,16113.8000,2709.2000,13404.6000,1.0364,3318.1059,443.9875,3762.0935,50.6159,3153.1875,12795.6941,9642.5065,12.4835,12.4498,526.9000,0.0000,526.9000,0.0197,133.7157,0.0000,133.7157,0.9617,0.0000,393.1843,393.1843,12.4498,11.8663,8057.4000,33.9000,8023.5000,0.4596,1697.4058,5.5949,1703.0007,22.4447,39.4949,6359.9942,6320.4993,11.8663,11.6354,4370.2000,0.0000,4370.2000,0.1651,1118.8363,0.0000,1118.8363,8.0636,0.0000,3251.3637,3251.3637,11.6354,9.0536,9.0536,10.3445,2.8049,42073.6762,9.0536,8.9960,9.0336,10.3157,2.8676,22940.5363,9.0336,8.9788,9.0208,10.3071,2.8862,20203.4616,8.4504,660.3257,-34952.4000,85217.6740
6485,8.7922,15.2924,54.3000,138723.4000,-138669.1000,6.3480,12.1937,20472.4593,20484.6530,310.0274,159195.8593,42.1063,-159153.7530,15.2924,14.4893,12945.5000,0.0000,12945.5000,0.4619,3161.0393,0.0000,3161.0393,22.5601,0.0000,9784.4607,9784.4607,14.4893,13.9914,6944.6000,150.5000,6794.1000,0.3916,1419.5031,24.8405,1444.3436,19.1266,175.3405,5525.0969,5349.7564,13.9914,13.9647,500.9000,0.0000,500.9000,0.0187,124.4771,0.0000,124.4771,0.9126,0.0000,376.4229,376.4229,13.9647,13.4768,7559.5000,175.8000,7383.7000,0.4382,1556.1700,29.4941,1585.6642,21.3993,205.2941,6003.3300,5798.0358,13.4768,12.8229,14648.9000,0.0000,14648.9000,0.5519,3666.2520,0.0000,3666.2520,26.9552,0.0000,10982.6480,10982.6480,12.8229,8.8217,8.8217,10.8223,6.3353,95029.9992,8.8217,8.7699,8.8037,10.7964,6.4174,51338.9627,8.8037,8.7544,8.7922,10.7887,6.4419,45093.4983,12.3156,962.3546,-96396.0000,191462.4602
6486,9.0976,15.6163,0.0000,188068.4000,-188068.4000,8.5905,0.0000,27921.7506,27921.7506,419.5457,215990.1506,0.0000,-215990.1506,15.6163,14.6237,21966.4000,0.0000,21966.4000,0.7848,5340.8066,0.0000,5340.8066,38.3283,0.0000,16625.5934,16625.5934,14.6237,14.3701,4846.5000,0.0000,4846.5000,0.2654,988.6231,0.0000,988.6231,12.9625,0.0000,3857.8769,3857.8769,14.3701,14.3309,990.7000,0.0000,990.7000,0.0361,244.9273,0.0000,244.9273,1.7628,0.0000,745.7727,745.7727,14.3309,13.9685,7469.7000,241.3000,7228.4000,0.4251,1529.3531,40.6589,1570.0121,20.7624,281.9589,5940.3469,5658.3879,13.9685,13.4297,15569.3000,0.0000,15569.3000,0.5718,3870.2946,0.0000,3870.2946,27.9239,0.0000,11699.0054,11699.0054,13.4297,9.1241,9.1241,11.2769,8.8629,132942.8084,9.1241,9.0776,9.1079,11.2537,8.9585,71668.1816,9.1079,9.0637,9.0976,11.2467,8.9872,62910.7023,16.0105,1251.0854,-137467.1000,267521.6922
6487,9.3547,15.8663,0.0000,203378.3000,-203378.3000,9.3062,0.0000,30349.7795,30349.7795,454.4989,233728.0795,0.0000,-233728.0795,15.8663,14.7626,26794.9000,0.0000,26794.9000,0.9528,6493.4072,0.0000,6493.4072,46.5313,0.0000,20301.4928,20301.4928,14.7626,14.7758,0.0000,13189.8000,-13189.8000,0.7018,0.0000,2186.0871,2186.0871,34.2740,15375.8871,0.0000,-15375.8871,14.7758,14.7173,1665.3000,0.0000,1665.3000,0.0603,409.4538,0.0000,409.4538,2.9461,0.0000,1255.8462,1255.8462,14.7173,14.3595,8279.9000,54.1000,8225.8000,0.4565,1685.6533,9.1590,1694.8122,22.2964,63.2590,6594.2467,6530.9878,14.3595,13.8953,14955.7000,0.0000,14955.7000,0.5451,3697.9774,0.0000,3697.9774,26.6205,0.0000,11257.7226,11257.7226,13.8953,9.3794,9.3794,11.6373,10.4705,157056.8059,9.3794,9.3360,9.3643,11.6157,10.5710,84567.8652,9.3643,9.3230,9.3547,11.6091,10.6012,74208.3067,18.0340,1409.2014,-164926.4000,315832.9778
6488,9.5735,16.0791,0.0000,215197.1000,-215197.1000,9.8617,0.0000,32255.3497,32255.3497,481.6296,247452.4497,0.0000,-247452.4497,16.0791,14.9048,30465.7000,0.0000,30465.7000,1.0793,7362.4620,0.0000,7362.4620,52.7135,0.0000,23103.2380,23103.2380,14.9048,14.9247,0.0000,15696.5000,-15696.5000,0.8357,0.0000,2607.2550,2607.2550,40.8121,18303.7550,0.0000,-18303.7550,14.9247,14.8664,1799.0000,0.0000,1799.0000,0.0648,441.4429,0.0000,441.4429,3.1632,0.0000,1357.5571,1357.5571,14.8664,14.5362,8278.1000,54.6000,8223.5000,0.4533,1681.6343,9.2609,1690.8951,22.1408,63.8609,6596.4657,6532.6049,14.5362,14.1554,13114.7000,0.0000,13114.7000,0.4751,3235.0040,0.0000,3235.0040,23.2049,0.0000,9879.6960,9879.6960,14.1554,9.5971,9.5971,11.8763,11.2257,168385.2322,9.5971,9.5556,9.5827,11.8555,11.3279,90623.0365,9.5827,9.5432,9.5735,11.8493,11.3586,79509.9490,19.1549,1496.7940,-177290.7000,338518.2176
6489,9.7650,16.2656,0.0000,226416.5000,-226416.5000,10.3891,0.0000,34069.4477,34069.4477,507.3883,260485.9477,0.0000,-260485.9477,16.2656,14.9667,35968.4000,0.0000,35968.4000,1.2704,8671.1978,0.0000,8671.1978,62.0431,0.0000,27297.2022,27297.2022,14.9667,14.9949,0.0000,16136.5000,-16136.5000,0.8596,0.0000,2682.9189,2682.9189,41.9820,18819.4189,0.0000,-18819.4189,14.9949,14.9394,1842.0000,0.0000,1842.0000,0.0662,451.5698,0.0000,451.5698,3.2316,0.0000,1390.4302,1390.4302,14.9394,14.6663,7343.4000,163.9000,7179.5000,0.4074,1490.1807,27.8252,1518.0059,19.8990,191.7252,5853.2193,5661.4941,14.6663,14.3402,11887.4000,0.0000,11887.4000,0.4295,2927.1159,0.0000,2927.1159,20.9772,0.0000,8960.2841,8960.2841,14.3402,9.7879,9.7879,12.0640,11.7835,176753.0412,9.7879,9.7478,9.7739,12.0440,11.8872,95097.5302,9.7739,9.7358,9.7650,12.0380,11.9183,83428.0987,20.1334,1573.2509,-185675.7000,355278.6701
6490,9.9125,16.4084,0.0000,234888.5000,-234888.5000,10.7900,0.0000,35451.1921,35451.1921,526.9667,270339.6921,0.0000,-270339.6921,16.4084,15.0972,37801.5000,0.0000,37801.5000,1.3315,9096.2870,0.0000,9096.2870,65.0301,0.0000,28705.2130,28705.2130,15.0972,15.1295,0.0000,18647.9000,-18647.9000,0.9937,0.0000,3106.7928,3106.7928,48.5290,21754.6928,0.0000,-21754.6928,15.1295,15.0670,2178.6000,0.0000,2178.6000,0.0782,533.1270,0.0000,533.1270,3.8182,0.0000,1645.4730,1645.4730,15.0670,14.8197,6972.5000,162.7000,6809.8000,0.3868,1412.3071,27.6664,1439.9734,18.8891,190.3664,5560.1929,5369.8266,14.8197,14.5662,9586.2000,0.0000,9586.2000,0.3457,2355.6048,0.0000,2355.6048,16.8833,0.0000,7230.5952,7230.5952,14.5662,9.9347,9.9347,12.2504,12.4383,186574.7675,9.9347,9.8958,9.9211,12.2310,12.5429,100343.1114,9.9211,9.8841,9.9125,12.2251,12.5743,88019.9223,20.8888,1632.2792,-197160.3000,374937.8011
6491,9.9947,16.4864,0.0000,243975.5000,-243975.5000,11.2172,0.0000,36885.0597,36885.0597,547.8299,280860.5597,0.0000,-280860.5597,16.4864,15.3741,32763.3000,0.0000,32763.3000,1.1517,7875.9910,0.0000,7875.9910,56.2477,0.0000,24887.3090,24887.3090,15.3741,15.3904,0.0000,17753.5000,-17753.5000,0.9465,0.0000,2970.7448,2970.7448,46.2279,20724.2448,0.0000,-20724.2448,15.3904,15.3159,2595.3000,0.0000,2595.3000,0.0929,632.8978,0.0000,632.8978,4.5394,0.0000,1962.4022,1962.4022,15.3159,15.0876,6410.6000,235.2000,6175.4000,0.3595,1293.8590,40.1233,1333.9823,17.5583,275.3233,5116.7410,4841.4177,15.0876,14.8650,8358.9000,0.0000,8358.9000,0.3007,2046.6595,0.0000,2046.6595,14.6879,0.0000,6312.2405,6312.2405,14.8650,10.0166,10.0166,12.4408,13.1545,197317.4364,10.0166,9.9782,10.0032,12.4216,13.2586,106068.8445,10.0032,9.9667,9.9947,12.4158,13.2899,93029.0385,21.1030,1649.0190,-211836.1000,396415.3194
6492,10.1859,16.6778,0.0000,254357.0000,-254357.0000,11.7002,0.0000,38607.2033,38607.2033,571.4190,292964.2033,0.0000,-292964.2033,16.6778,15.4596,37799.7000,0.0000,37799.7000,1.3273,9064.3335,0.0000,9064.3335,64.8219,0.0000,28735.3665,28735.3665,15.4596,15.4858,0.0000,21109.9000,-21109.9000,1.1269,0.0000,3537.2088,3537.2088,55.0354,24647.1088,0.0000,-24647.1088,15.4858,15.4196,2477.5000,0.0000,2477.5000,0.0884,603.4072,0.0000,603.4072,4.3166,0.0000,1874.0928,1874.0928,15.4196,15.2358,5532.6000,424.9000,5107.7000,0.3212,1114.9992,72.5831,1187.5823,15.6854,497.4831,4417.6008,3920.1177,15.2358,15.0489,7438.4000,0.0000,7438.4000,0.2666,1817.6812,0.0000,1817.6812,13.0184,0.0000,5620.7188,5620.7188,15.0489,10.2071,10.2071,12.6280,13.8478,207716.2926,10.2071,10.1699,10.1942,12.6094,13.9542,111633.4385,10.1942,10.1587,10.1859,12.6038,13.9861,97902.9833,22.2457,1738.3122,-222643.6000,417252.7144
6493,10.3177,16.8046,0.0000,265209.6000,-265209.6000,12.2133,0.0000,40365.2530,40365.2530,596.4773,305574.8530,0.0000,-305574.8530,16.8046,15.6855,35968.5000,0.0000,35968.5000,1.2595,8611.2107,0.0000,8611.2107,61.5137,0.0000,27357.2893,27357.2893,15.6855,15.7045,0.0000,22395.4000,-22395.4000,1.1960,0.0000,3766.2880,3766.2880,58.4093,26161.6880,0.0000,-26161.6880,15.7045,15.6617,1645.8000,0.0000,1645.8000,0.0586,399.6871,0.0000,399.6871,2.8635,0.0000,1246.1129,1246.1129,15.6617,15.5085,4701.6000,767.6000,3934.0000,0.2948,944.2745,131.5459,1075.8204,14.3986,899.1459,3757.3255,2858.1796,15.5085,15.3473,6518.0000,0.0000,6518.0000,0.2331,1587.0133,0.0000,1587.0133,11.3825,0.0000,4930.9867,4930.9867,15.3473,10.3385,10.3385,12.8429,14.7359,221039.0358,10.3385,10.3020,10.3258,12.8247,14.8431,118744.9534,10.3258,10.2911,10.3177,12.8192,14.8753,104127.2843,22.8830,1788.1079,-239538.7000,443911.2735
6494,10.4270,16.9107,0.0000,268409.3000,-268409.3000,12.3704,0.0000,40945.9232,40945.9232,604.1488,309355.2232,0.0000,-309355.2232,16.9107,15.8567,34137.0000,0.0000,34137.0000,1.1933,8161.6586,0.0000,8161.6586,58.2767,0.0000,25975.3414,25975.3414,15.8567,15.8702,0.0000,22329.1000,-22329.1000,1.1937,0.0000,3765.6301,3765.6301,58.2961,26094.7301,0.0000,-26094.7301,15.8702,15.8288,1590.7000,0.0000,1590.7000,0.0565,385.4664,0.0000,385.4664,2.7588,0.0000,1205.2336,1205.2336,15.8288,15.6748,4728.7000,701.1000,4027.6000,0.2916,947.4817,120.4202,1067.9019,14.2393,821.5202,3781.2183,2959.6981,15.6748,15.4915,7438.4000,0.0000,7438.4000,0.2649,1807.1430,0.0000,1807.1430,12.9377,0.0000,5631.2570,5631.2570,15.4915,10.4475,10.4475,12.9695,14.9512,224268.0135,10.4475,10.4114,10.4350,12.9515,15.0581,120464.6773,10.4350,10.4006,10.4270,12.9461,15.0902,105631.2284,23.0554,1801.5780,-243544.7000,450363.9192
6495,10.4619,16.9420,0.0000,262250.0000,-262250.0000,12.0944,0.0000,40035.7544,40035.7544,590.6715,302285.7544,0.0000,-302285.7544,16.9420,16.0137,29090.8000,0.0000,29090.8000,1.0153,6952.4035,0.0000,6952.4035,49.5877,0.0000,22138.3965,22138.3965,16.0137,16.0173,0.0000,24699.8000,-24699.8000,1.3214,0.0000,4176.1994,4176.1994,64.5363,28875.9994,0.0000,-28875.9994,16.0173,15.9624,2050.5000,0.0000,2050.5000,0.0726,495.9316,0.0000,495.9316,3.5477,0.0000,1554.5684,1554.5684,15.9624,15.8064,4638.3000,676.1000,3962.2000,0.2846,927.6288,116.3374,1043.9662,13.9011,792.4374,3710.6712,2918.2338,15.8064,15.5873,8665.7000,0.0000,8665.7000,0.3079,2101.6721,0.0000,2101.6721,15.0358,0.0000,6564.0279,6564.0279,15.5873,10.4826,10.4826,13.0349,14.8615,222922.2422,10.4826,10.4464,10.4700,13.0168,14.9668,119734.5359,10.4700,10.4355,10.4619,13.0114,14.9984,104988.8590,22.6445,1769.4721,-243180.6000,447645.6371
